stars,text
5,"My table ordered: and I sampled it all.

- chicken pot pie with mashed potatoes
(fantastic, but a bit heavy on the rosemary)

- BLT with red fried potatoes
(came with Guacamole. Nice surprise and flavor)

- Chicken soup with side salad
(good homemade taste & look)

- Blueberry Pancakes with bacon
(Fluffy, moist, loads of berries, crisp bacon)

- French toast with sausage
(great cinamon sugar, smaller portion, tasty sausage)"
5,"I love that this place is nearly unrecognizable from the street. And that you don't hear a word of english being spoken. You know you're in for good food at that point. 

I had papusas and a random sampler - and my favorite fried plantain with beans and sour cream. 

This was good - better than Eliana's yes - but both are pretty damn good. And i felt like this place was Phoenix - super seedy exterior, lots of espanol, and good food in a strip mall - Phoenix to a tee."
1,"This place is the dive bar of grocery stores. Congrats Fry's! You popped my 1-star cherry.

It is only due to my current boycott of Target that I brought my business to the Fry's next door. This decision was based on principal, but I have to say I have missed Target.  

When I walk through the front doors I just feel miserable. The 'energy-saving' automatic lights make me seize. The narrow aisles make me claustrophobic. The overall dinginess consumes me. I'm suddenly overwhelmed with an anxious feeling similar to when I brought a bad report card back to my parents. Or when I had to confront an ex-gf's parents about why the Pennsylvania State Troopers were calling them at 4am. 

My pace quickens. My pupils dilate. The lump in my throat expands. I try to gasp for air, but the weight on my chest suffocates me. I feel lethal; on the verge of frenzy. My mask of sanity is about to slip. Sweat beads down my back. My aggressiveness becomes visible. The curmudgeon at the self-checkout grunts at me. Darkness comes over me...

I reemerge 36 hours later with no semblance of reality. Fry's is a catalyst of my psychosis."
1,"there should be a negative rating on here.  one star is way to high.
i am sick and tired of how the cable box is never working their solution? KEEP RESETTING THE BOX... YES IT IS MY JOB TO MAKE SURE I GET MY SERIVCE ON A DAILY BASIS.  IT'S NOT THEIRS TO MAKE SURE IT WORK.  Plus they have poor customer service but I don't blame the people that answer the phones but the people who st the rules to nickel and dime it's customers. 

charter is horrible and since i coudn't get thru to complain on the phone here is my truth.  Charter is the worst."
5,I live across the street and visit often. Could not ask for a better atmosphere with a view of the inside of Chase Field! The customer service has always been great. Often times it get dinner to go and the bartenders are friendly and chat it up while I wait. Just the traditional Fridays menu but the location makes it worth going. Definite place to check out when you are downtown. Doesn't have to be a game day.
1,"CVS is pretty standard, right? Pharmacy, overpriced beauty section (but you sure avoid going to Ulta if you can find what you're looking for there), great sales--on booze, on food, stationery, games--whatever. When I lived across the street, I used to come here at night when I was bored and it wasn't busy. Now, though, there are new employees and unfair practices. On more than one occasion, the employees have held sale items for themselves behind the counter. Today, there were no Connect Four on the shelf, but there was one in the cart behind the counter. When the manager was asked about it, she shrugged and pointed at another employee. I've worked in retail before, and this goes against most store policies. 

So, the next time you get a CVS flyer, remember that if it's okay for the employees to shop the sales for themselves here--then it might be happening all over the place. And if they can put one item behind the counter for themselves, then they can put a lot more for their friends. Prepare to be disappointed. Make the extra trip and hit up Wal-Mart."
1,the chicken wings gave me food poisoning.  will avoid in the future.
5,"Love the sauce, corn, fries, everything I've tried!"
1,"So we finally ate here. The decor has not been updated since about 1967, and we were surrounded by overweight senior citizens reeking of cigarette smoke. The food was reminiscent of middle school cafeteria fare. 

The waitresses were very friendly, and the prices were not bad. We were obviously not the target demographic, though. Won't be back. Too bad, because we can walk there..."
1,"Whenever I check out a new place, be it a restaurant, store, or service provider, I always sort the yelp reviews by date, with the most recent first.  Good reviews from 3 years ago are not as helpful as good reviews from 3 weeks ago.  Ditto for bad reviews.

If you sort the reviews for this shop by date, you'll see the 3 most recent reviews below this one are all 1 star, and all for similar reasons: customer service, or lack thereof.  This review is no different.

I am currently in the market for a new mountain bike.  I've done my research, talked to friends who are bike enthusiasts, and I've looked around a few places.  Really, all I needed from Slippery Pig was to get my frame size double checked, and to answer a few questions about some subtle differences between different equipment setups between Cannondale models.  If they had provided those answers, they would have made a sale.

In the past 4 weeks, I stopped by the shop 3 times.  All 3 times, my entry, browsing, and lingering presence went unnoticed.  I was ignored when the shop was somewhat busy (acceptable), but also when there was only one other customer.

I understand that the guys can get busy, or can be distracted, etc.  But how hard is it to get a simple acknowledgment or something like ""Hey, we'll be with you as soon as we can""?  I've gotten more acknowledgment of my presence from strangers in a stadium men's room waiting line than I did from the staff at Slippery Pig.  How hard is it to at least give me a head nod, or even look in my direction?  Actually, I take that back.... I watched them all look at me, but then not say anything.  I even got acknowledged by another customer as I fiddled with price tags, but nothing from the sales guy standing between us both.  Unbelievable.

Well, needless to say, I will not be spending my hard-earned money there.  I wish I could opine like other yelpers about their aloof attitudes, or their knowledgeability, or service.  Sadly, I can't because Slippery Pig never had me at hello.

Ignore me once, shame on you.  Ignore me twice, shame on me.  Ignore me three times, get 1 star on yelp."
5,"We discovered this place when my 4 year old gave herself a haircut and she needed some additional help.  It happens to be conveniently located down the street from us and was recommended by a friend.  Turned out to be a good experience.  They are very friendly, good with kids, and reasonably priced.  Now the whole family goes!"
5,"So this review is probably a little biased (cuz shopping here reminds me of the awesome time i lived in Oaxaca, Mexico), but still; teee-rust me, Ranch Market is full of life and great produce and makes grocery shopping just a lil more fun:) 
I usually make sure I go on Wednesdays where produce is ridiculously cheap...like 7 kiwi's for a dollar or 9lbs for a dollar watermelon...I'm not gonna lie, I have posted my receipts on the fridge with pride...these are my ""A"" graded school papers of adulthood. The only issue is that when I come home with a trunk full of fresh fruit and veggies that cost me $8 I slowly realize I have to actually store and eventually eat all of the produce I just bought. I hear Thursdays are the days to buy meat for cheap--but my fridge is usually busting with pineapple and strawberries by that point and there isn't room for an ounce of carne asada. 
long story short, be prepared to weave through the masses on Wednesday mornings for some great finds. The rest of the market is fabulous as well. The ""Tradiciones"" restaurant serves excellent--and cheap (shocker) authentic Mexican food. Plus they also have an aisle with cooking supplies (like giant blue pots, tortilla presses, molinillos etc) and a whole wall of spices. 
enjoy:)"
5,"Metcalfe's, what is this? I am new to Madison and everyone can't stop talking about what an experience it is to shop here. It's the fine-dining of grocery shopping. Well, I have only been shopping like a grown up for about a year now - but I learned how to do it in Denver. So the bar was set pretty high through Whole Foods and Safeway. But I can safely say that my experience at Metcalfe's topped it.

It was very clean and well stocked. I believe I went on a Friday night too. The main goal was to get some fresh meat and milk; let's face it - those are two items you don't want to get from an Aldi's or a Woodman's. I was told by a friend that I was lucky to live so close to it, but to be careful because it was expensive. WRONG, not expensive (or maybe Denver was expensive, so that word has become relative).

Safeway had a discount meat section because it was within a few days of expiring (cook it that night and you're fine). Now, I wasn't looking for that at Metcalfe's (I don't know if they'd have that even), but I found $2 Pork Butt Steak (which, the mere name of the steak made me question it - but for $2 I'll try anything once). Delicious, and I won't go as far as to say I'm a great cook.

Of course I also got some stuffed pork chops and fresh produce. But the experience I had was very pleasant and the prices were fair for the quality of food I was buying (dare I say, I thought prices should be higher).

As for the atmosphere, I don't think I've gone to a store in a long time that played classical music. I almost feel like if I came in sweatpants and a t-shirt that I would be under-dressed to get groceries.

Whole Foods ain't got nothing on Metcalfe's (leave my double negative alone)."
1,"Groupon rip-off. Small salad, three extremely small plates of mediocre pasta desserts that cloyed the palate. All for an advertised value of $90. Will NEVER return."
5,"If you care about your car, you'll make the effort to head to Los Olivos Hand Car Wash. I'm pretty particular and careful about the care of my car. So much so, that in the past, unless I need it waxed or detailed, I usually washed and vacuumed myself. 

Now, I find myself still sneaking in for a little TLC at Los Olivos though, when I am too lazy to do it myself. The staff is super nice and very helpful with letting you know about what they offer and any specials without being pushy in any way. They even have a punch card and eventually you get a free wash. Pretty dandy eh? 

The waiting area isn't top notch, but it's a car wash people. It does have a small shop with sodas, snacks, gift cards, random misc car items and some chairs to sit and wait. Supposedly there's a shoe shiner, but I'm still waiting for the day we're there at the same time. Additionally, Giant Coffee is just a hop, skip and a jump away, and that's usually where I am while I wait.

I've been a loyal customer for awhile now, and this past weekend, realized it was time to get the interior of the car detailed again. They did a spectacular job which prompted my need to review. I ordered the mini detail which does a full job inside and a wash and buff/wax outside. The four hours was so worth it. They even offered to give me a ride home if I really needed, but I had prepared. My trusty laptop and I did some coworking over at Giant all afternoon. And when I was called that she was ready to do, I was in no way expecting to see my car look as new as she did over 5 years ago. I'm still in awe. Ever since, I've been showing her off, and it feels like I'm in a brand new car all over again. The paint is shiny and new, the inside was cleaned from top to bottom (even the ceilings) and the detail in the dashboard and console is incredible. I had already decided to never go anywhere else, but now I think I'll be getting it detailed much more often.

You will not be disappointed. I love this place."
5,"If you like light to medium roast coffee this is the place to be. I couldn't find better one on east side of Madison in last few years with the same consistency.
Always not too slow not too busy. You can hear another person if you are not alone. Never had a problem.
Had lunch once, if I remember correct it was on ok side. 
Plenty of free parking."
1,"if you like terrible service and overpriced food you've come to the right place.  If I knew before I went in there I would be paying $16.00 for macaroni and cheese, and had the pleasure of waiting around for an hour to get it, while my glass remained empty, I would've stayed away (which is what you should do).  Food wasn't awful, although 2 members of the party did cut up their mouths eating the hard as a ""Rock"" bread on their sandwiches. The mac n' cheese was nothing special.  The service was beyond poor.  First and last time I will eat at Hard Rock Cafe."
1,"I used to be a huge fan of this place until last night. I went in to find a nice dress to wear. After wandering the store looking for the plus size section (I proudly wear a size 18) and not finding anything, I asked the clerk where it was. Apparently they no longer carry anything over a size 16.
Talk about being disappointed. I was so upset I almost cried. 
Shame on you...... You should also put a sign up now so that girls like me don't waste our time wondering through your store anymore..."
1,"The west side location was way better. After they shut down I started going to this one. The food isn't as good and the fresh made tortillas are always either hard, cold, or burnt. Half the time I'm there they screw up my order. One time there was a miscommunication between the waitress and my boyfriend which ended up costing us $7. It wouldn't have been that big of a deal if the manager at first told the waitress to tell us she wasn't there and when she did finally come out she didn't apologize, make any effort into making the situation any better, and then started repeating the same thing over and over again so we'd shut up. A couple of my friends and I have decided to never go back here. Hopefully the west side one will open up again."
5,"We LOVE the AZ Science Center so much that we recently became members and plan to go often. We love the exhibits and the fact that they change out the special exhibits often. I do recommend packing a lunch as the cafe is a bit pricey, but the food is good."
5,"My friends and I agreed that this was the best gallery we saw on this particular First Friday in Phoenix. Located conveniently next to Modified Arts, an attractive low-ceiling space showcased some of the more ""advanced"", ""mature"", and ""developed"" art were the words we came up with. A smaller room, opened up to a much large space to the left and at the time there was a small installation in the backroom that was interactive and impressive. Definitely a sophisticated gallery in a fantastic location, highly recommended."
1,"Dirty.

So dirty.

Hair in the french fries dirty.

Cook sitting on the counter dirty.  

Undercoooked hamburger meat, and the server's fingers in my food dirty.

Flies on the lip of the water pitcher dirty.

Somehow these guys think that if you wear gloves you are spared from all contamination.  As if scratching your ass with your gloves on will keep the ass germs from getting in your food.  

I've been there before, and have tried to look past all these things, when eating such delicious food, but really, it's not worth it anymore."
1,"I arrived a bit earlier than their opening time of 11am (about 5minutes too soon), and figured I would wait until they opened because I needed a new flat iron. I peeked through the front window because the flat irons were on a display facing the window so I figured I'd window browse until they opened. At 11:03 the brunette ""manager"" (she was pretty young) started unlocking the doors for the employee who had just arrived, smoking a cigarette on her way in the door. Then the same manager opened up the gates on the windows and walked away. I tried to make eye contact with her because it appeared that the gate opening signalled they were open and I wanted the go-ahead to enter but she refused to look at me. So finally I just opened the door and asked ""are you open now?"" very politely. The manager snipped ""Yes, we don't open earlier than 11. Those are the hours!"" with a frown and a white-trash attitude. I said ""okay thats fine... I just wasn't sure if you were opening the gates because it was officially open or not.. wow."" 

Now, I know how irritating the ""waiting at the window"" customer can be so I tried my best not to be that person - but was not greeted, was treated rudely and received a nasty ""welcome"" by the angry-at-life manager.

Then the employee girl and manager started talking together about going out to clubs, about how they were 30 dollars short on the till the day before because they counted it too fast the night before because they wanted to ""get out of here and go out!"" and other inappropriate conversation. The employee did her best to be polite and helpful, but it was clear she had never been trained on proper customer service (probably because her manager is so awful).

I ended up buying the flat iron thanks to the help of the employee. At one point another customer tried to pay with a credit card, but the employee had to wait for the manager to get off the phone so she could use the dial-up to swipe the card. When the employee asked the manager to end the conversation so she could help the customer the manager yelled ""No just wait!"" from the back of the store. I was shocked!

Today is a Sunday so I don't know if this is the regular manager, but this relatively young brownhaired woman was like a bad joke. I won't be returning again, even if this styling iron fries up tomorrow! Not worth it!"
1,"Been meaning to try this place for years and finally had an opportunity. Unfortunately it was a huge let down. The first bad sign was that upon walking in every table table that wasn't occupied had not been cleared from the previous diners. During the 1 1/2 hrs (!!!) that we were here there were several tables that NEVER got cleared. It took 20 minutes to get our drinks and another 45+ minutes until we received our food which was strange as no one else in the restaurant seemed to be ordering any food. There was a hair in the fish and chips (disgusting but mistakes happen), and the rest of the food was sub par at best. 

Having lived half my life in England  I've been to plenty of pubs and also eaten plenty of mediocre pub food (none to my recollection as tasteless as this). However I would imagine that if you're trying to emulate a British Pub across the pond you would only want to bring over the best of the best, not the worst of the worst. Even the sad little mini frozen sausage rolls I had as a child were better. I'm a bit horrified that this is the ""taste of England"" that is being imposed on unsuspecting Arizonians who don't know any better. 

I guess if you're just looking to knock back a pint or two and play pool and would only ever order food under the most drunk and dire of circumstances then you may enjoy this version of a pub. There certainly were a lot of regulars (not ordering food...). 

P.S. I don't know if that greasy little man was a busser or a patron. If he was a patron he had no business going into the kitchen as many times as he did, or eating on the floor. If he was a busser then it would have been nice to see him clear more than one table he did. And I most certainly hope it was not his stringy long hair that we found in the fish and chips, although I wouldn't be surprised."
5,Big thumbs up for this place. Great spot for burgers and dogs!
1,Went for a late night meal since Los Cerritos was closed. First time eating at the this location. The following day was filled with throwing up bial and not keeping anything down. Pins and needles in the hands and feet. Nausea and light headed. 90% sure I have food poisoning from this steak egg and cheese burrito with potatoes and beans. Never again.
1,"I'm not going to lie; I wanted to go to this Denny's solely because of Jetta R.'s review.

Bad, bad, bad.  Bad service, bad food, bad experience.  I took my friend here twice to make sure that the first time wasn't just a fluke.  Our waitress was a total space cadet and was completely uninterested in us.  I realize Denny's isn't a high class restaurant, but I do subscribe to the belief that your water glass should never be empty.  We put our glasses at the end of the table.  The waitress flitted around at the tables behind us (there were two, maybe three other tables occupied when we visited, tops), but didn't cater to our needs.  She treated us like children on both visits.  I told my friend, ""the tip meter is running.""

I wanted to like Jenny's, but it just sucked.  There's no reason for crappy service with a place as empty as it was."
1,"It had been quite a while since we ate at a Cracker Barrel. We stopped there when shopping at East Towne Mall. I ordered the pot roast and my husband ordered chicken and dumplilngs. Yuck! It had more salt than you'd find in food at McDonalds. The meat in the pot roast tasted processed. The dumplings were slimy. The vegetables were so salty, they were inedible. Pros: The shop is very cute. Cons: Don't eat the food."
1,Don't bother going here to watch the NFL unless you're a Packers fan.  Refused to turn up volume in a room full of Bears fans so we could actually hear the game.
5,"This is just a tiny restaurant with a real family feel. We came for a late breakfast on a Sunday. The waitstaff were quick to help us. We chose seats at the counter. There were many specials, breakfast, lunch, soups, biscuits and gravy, lots of diner food. We sat among the regulars and were treated like one of the family. The husband had eggs, hashbrowns and toast-all cooked to perfection. I had a pancake that was huge and so delicious-just like dessert for breakfast. The prices are reasonable, the food plentiful and the atmosphere is very friendly. Nothing fancy, just good food.We will be going back."
5,"The Blue Fin is a great little place and it truly needs our love. Due to the light rail biz for them has dropped a bit. 
I've never been disappointed with anything I have ordered. The gyoza is great, the beef curry and chicken curry bowls are huge, filling and delicious. 
I'm always looking for good ice tea and Blue Fin has it. 

The owners and staff are always friendly and very accomodating. 

This place is small and around lunch time can be packed. They do have a drive thru and if you call ahead all you have to do is pull up to the window and your food is waiting. The drive thru window as far as I know is only for call in orders you can't just pull up and order food.

My only complaint is they are not open on weekends."
5,"We love the Cash. It is one of the few bars that have a smoking patio that you can drink on.

We have donated a lot of stuff to raffle off for charity events at the Cash. They always have a great turnout.

The crowd is extremely diverse. The drinks are good and cheap, and the bar staff is very friendly."
5,"Just had an awesome ""eggwich"". Great service and a really cool vibe. Can't wait to come back to check out the patio in the evening for a drink."
5,"I know... it's Target, but it's got pretty much everything you need short of a butcher shop and babysitters. Staff is very helpful... it also houses the closest Starbucks to my home. Since we're talking about 2 miles, that's a bit sad, but oh well.."
1,"I really hate to do this, because I have been a fan of the Merc Bar for years, but its a must.  My fiance & I were looking for a place to entertain our wedding party the weekend before our wedding and it was clear to us that the Merc Bar would be the perfect place.  We love the atmpsphere.  It usually has a nice & mature crowd.  The service is usually good.  It was perfect.  

Unfortunately, it was the management and not the lounge that ruined our perspective of the venue.  The manager (Tommy) was slow/nearly impossible to reach and even harder to get info out of.....i.e. Whats your process for group reservations. 

He seemed annoyed that I conntact him and unwilling to make time for us.  After several incomplete emails he finally called me, at my request, but it became clear, after 5 mins on the phone, that he did not want our business.  It was also apparent that he lacked basic customer service skills.

Since, the goal of the evening is relax & enjoy our time with our friends, not to worry about bad service, we took our covo with Tommy as a hint that the Merc Bar would not be a good fit.  We need a place with a more mature management staff.....so, we're going with the Montelucia.  Its a nice upscale resort, with an awesome spa, a very nice lounge & live music on Saturday night, a great pool & nice rooms.   Truly perfect."
1,"I grew up eating in little hole in the wall chinese restaurants and I really wanted to like New Garden.  I had driven past the place many times and thought it was abandoned but after looking on Google and seeing some good reviews on Yelp I decided to give the place a try.

The interior matches the exterior,  There were food stains on the wall next to the both I was eating in.  The server laid out our place setting by handling the eating surface of every utensil she put down.  One of the bowls they brought us was dirty too.  

The server never came around to see if we needed anything else but she did decide to drop off more napkins right as we were finishing our meal.  The food isn't bad the prices don't match the service and the questionable cleanliness will make it enough for me to never come back."
1,I stopped by this bar because a friend knows the owner. The patrons were nice and the bar tender was fantastic. I gave it one star because the owner  (little dude) and his wife (drunk with an attitude) really don't care about their patrons. Not a good experience for non-locals and I would not suggest this bar.
5,When I only ordered sandwiches I was doing it all wrong. The way to go is to get a half chicken and the 1/3 slab combo with brisket. Insane amount of food? Yes. Worth getting to try all the best parts of the menu? Yes!
1,"I had my LASIK consultation today.  I waited in the waiting room for about 30 minutes prior to being taken back by the ""Director of the Center"".  She took me in a room and did a quick ""test"" on my eyes and then brought me to another room, sat me down and asked if I had any questions about the procedure.  I said I had numerous questions, but would prefer to speak to the surgeon (No need asking them twice, since I really only cared about what the surgeon had to say).  She said asking her my questions/concerns was ""one in the same"".  I think not.  That was the first red flag.  The second one came after she said I would not be meeting the surgeon at all prior to the day of surgery.  Who in their right mind agrees to an elective surgery without meeting the surgeon prior to the day of surgery?  I have never heard of such a thing!  I'm assuming after you pay in full you are then allowed to meet the surgeon.  The third and final red flag came after she said she would schedule me an appointment with the surgeon at another time and then revoked that offer, saying ""We just don't do that here.""   I got up and left.  This place is obviously a LASIK factory mill and I'm not willing to put my eyes at risk to save a few bucks. Beware."
1,"The worst. I drove by and didn't even stop. Hookers on the corner. Drug deals going down in the street, strip club across the street next to the burned out building....dont waist your time. Then Days Inn would even refund my money for two rooms. DAYS INN is the worse...."
5,"The Pad Thai Tofu with Vegetables was so delicious and generous in portion size. I am so glad my husband and I decided to eat here. After trying many other Thai restaurants in the area it's nice to find one that knows how to actually make the dish. Awesome food, terrific service and a overall wonderfully satisfying experience!"
5,Awesome!!! Great dish peanut chicken
5,"Green Chile chicken enchiladas, Oysters and with the right person... perfect."
5,Went for a quick lunch today and am so happy.  I have found a new spot to add to my best Mexican places in the valley.  I had the chilaquiles and WOW they were amazing.  So much flavor alone then I added the Habenero salsa and it was like a bomb going off spicing up the dish just right.  They also have the Pepsi in the bottle which I got for my beverage.  The rest of the menu looked amazing and they have $1 tacos for the value minded people.  Definitely check this place out you won't regret it.
5,"Toby's has one of the best fish fry's around which makes this place SUPER packed on Fridays.  Expect an hour wait as they do not take reservations. We have never had bad food here and we come here 2 - 3x/month. My husband loves the steaks. I usually order a variety of their seafood. We love the supper club effect with the veggies out first.  Salads are always fresh.  I recommend you try Toby's if you are not in a hurry.  They are just that good!  You will not be disappointed. Relax with one of their signature key lime martinis...better yet, make it two!!!"
1,would not suggest renting from this company they care nothing about the property itself only that you pay they leave all the responsibility to the onsite manager of their properties a good example of this is their location on n 27th st off of indian school called la villa managed by some pretty good liars beware
5,"Carl and his cakes are GREAT! We ordered a cake for our recent wedding in Madison. Carl was very easy to work with, and he took great notes during our tasting (not every wedding vendor we worked with was good about doing this). We got exactly what we wanted, and many of our guests complimented us on such a beautiful and delicious cake!! Price is also very reasonable"
1,"I have to say, wow how bad can you get.  Yes the building is pretty, but everything else is of the poorest quality.  The staff is inattentive, the food greatly over priced and poorer than fast food quality.  We ordered a ""Classic"" California roll and were very surprised that is was not in fact a California roll (enough lemon flavored mayo to choke a horse).  Our entrée which consisted of two salads took over half an hour to arrive, and seriously could have gotten larger fresher salads for half the price at Wendy's.  I ordered the Chicken Club salad, the mixed greens were wilted, the chicken sparse and mostly batter, two small cubes of avocado, and the bacon was leathery not crunchy.  My wifes salad had rotisserie chicken that was hastily pulled from the chicken and included connective tissue, fat and congealed blood.  While waiting for and eating our meal we observed two tables beside us have at least three employees stop by to chat for more than ten minutes at a time.  After our meal we sat and waited for 15 minutes for our server to come by with our check and then another 10 before we could flag down what looked like a manager to take our money.  It took another 10 minutes to get our change.  It was nice however to have the tip amounts printed on the receipt so that we knew what not to give.  I really liked Houston's the few times I was there, Hillstone I will not be returning to."
5,"Main Moon is hand's down my favorite place to grab Chinese in McFarland, but really anywhere. No matter what time of day, day of the week, or week of the year - it only takes 15 minutes to get your food. Freshly made each time too. Don't order from the pictures, order from you heart. The staff is so friendly, I'm thinking about proposing in the near future, as I hope to be a part of their family like they've been a part of mine. I just can't even talk about the lunch buffet, I'll start tearing up with how amazing the deal is. Andddd, I just shed a tear. Yum yum yum in my tum tum tum. Miss you, Main Moon xoxox"
1,"I was suprisingly displeased this time around. It was my 2nd time there and it wasn't anything like I remembered. The salad was DRENCHED in dressing (which I hate) so if you don't like that, get your dressing on the side. All I ordered was the soup and salad lunch special. They brought me my first salad which consisted of, literally, maybe 11 pieces of iceberg lettuce, 3 slivers of carrots, 4 slivers of cabbage, and about 8oz of dressing!! absolutely disappointing. I ordered my second salad with the dressing on the side and, of course, they brought me a REAL-SIZE salad the 2nd time. They should have done that the first time. The service was slow as hell and they brought us 2 loaves of bread (bc we had a party of 7) with only 1 knife. It was retarded all around. Just about everyone else was dissatisfied with their meals. It was lunch hour, I'll give them that....but they weren't even busy!!! Never going there again :("
1,The sushi here sucks!  Small portions and they are cheap with the rice bowl servings.  The owner is a real jerk and  can use some training on people skills.  The people who work here change as much as you do laundry!  I've seen the owner talk down to his employees like they're stupid.  So unprofessional. Don't order lunch special California roll.  You will feel silly paying that much money for a snack size sushi.  Based on the jerk owner I'd give this place a -1 but the chicken udon is actually good- so there is my 1 star.
1,Won't be back...these guys stole all my Change out of my console...generally you expect random coins in the cup holders to be taken...but they went into a closed console and stole an entire change holder...don't give these guys your business!!!
1,"I don't even know where to begin to point out all the sucks about Macayo's.. they have NO redeeming qualities about them. Greasy chips, tasteless watery salsa and horrible food!

We ate at this location twice and both times we ordered the mini chimi's which BOTH times came to the table frozen in the middle! Uhg! Most learn from their mistakes, not here.. they make the same mistakes and obviously don't care enough to try to make things right.  Both entree's were served to us at room temperature. Chicken Quesadailla and the Baja Enchilada. 

If you want to have decent Mexican food please, go somewhere else! For this style of food I think I would prefer Carlos O'briens."
5,This place was my very first Thai experience 5 years ago and it was delicious! We had one of the curries and it was the perfect balance of flavors. This place is what turned me on to Thai food being my favorite food. The restaurant itself is nice and their Thai iced tea was yummy. I wish the hours were better though.
5,"Came her with my wife and daughter on a whim. We saw a sticker in the back of a truck that said ""I love pupusas"" on our way to Applebees and my wife asked what those were. After telling her she set to finding a place we could get them.

This place came up with some of the best reviews so we made the trek across the valley to try them.

At first I was struck by the lack of people in the place but as we sat I got more comfortable. The staff made sure we were comfortable and all our needs met.

The food was delicious! I can't speak highly enough of it. 

You can't add a tip to your credit card receipt so bring cash."
1,"I had a whole review written and then IE crashed and I lost it but essentially, here's the gist:

Don't go to this joint. It used to be decent to good..more towards the good. Now you bring your car in dirty and it leaves dirtier after they've used dirty, damp towels to swish the dirt around.

Save your money,. I'm not sure where to go unfortunately because I can't seem to find ANY decent car wash in the valley anymore, but I can tell you not to bother with any of the Danny's car washes in the valley."
5,"Great experience.  Great ice cream.  Always a good alternative to the restaurant across the parking lot.

DQ rocks..."
5,"We have been frequenting here more often lately since it is by our favorite theater. 

Our bartender now recognizes us, knows our order, and is sweet as pie.

Seriously one of my favorite happy hour spots of all time."
5,"Great food, awesome customer service."
1,"Unless you like being ignored, Avoid, Avoid, Avoid! Stopped in for lunch today and the place was pretty much empty. There was a lady waiting at the counter for her order, two gentlemen who already had their order and were seated and eating. There was one worker for the front counter and the drive thru and 2 or 3 workers in the back. Waited over 10 minutes for someone to take my order and wasn't even acknowledged in that time. One of the guys came up front to bag drive thru orders, wiped the sweat off his face with a napkin, crumpled it up, tossed it in the trash and then scooped up fries without washing his hands. At that point I walked out and went to Culvers where I ordered and got my food in less time than I spent waiting to order here.  Not even worth one star!"
1,"I am disappointed in this place. I walked in one day to query about the price to just hem a wedding dress and was quoted $15. I was super excited since my budget for the wedding is almost nothing. So I got there and was ignored for the first 3 mins then the woman told me to go put on the dress. I did so and she had me stand on the rises, told me how she would bustle it and put one in in the hem and one at the bustle point and said ""that's it, you're done."" Really? That's it. She didn't let me give her  my input, she didn't pin it all the way around to ensure it was even, nothing. She didn't even listen when i told her I wanted some of the lace at the bottom removed. She also didn't look at the bodice to see if it fit well, it does but I think it could fit a bit better.  Being stressed and in a rush I bagged up the dress and gave it to the clerk who told me I could pick it up on Oct 8th (4 days before my wedding!) and it was only Sept 16? I was told on the phone the turn around time was 7 days. I was a bit distressed by this but left it with them anyway.  I left the store and realized they hadn't quoted me a price so I went back in. They wanted $150. I told them I was quoted $15 and I only paid $100 for the dress to begin with. They didn't say anything. I left and left the dress with them. I got home and pondered their poor treatment and apparent disregard for my desires for my gown so I called them and canceled the alteration. They hadn't done anything with it yet (THANK GOD). I picked it up the next day and will be either doing it myself or going elsewhere. For something as special as your wedding you need a tailor that puts YOU and your wishes first and doesn't rush you  in and out. GO ELSEWHERE!"
1,The food here is decent but certainly not worth dealing with the very condescending owner. I'd much rather take my money to a place that appreciates their customers.
5,"Mi Amigos is one of my favorite Mexican Food restaurants for two simple reasons. 1. I love the chips & salsa and 2. They have my all time favorite chile relleno.

The Chips & Salsa
Mi Amigos gives you some of the largest chips I've come across.  They are little half tortillas that are crisp and simple.  The salsa is heavy on the cilantro, but its chunky with good flavor.  I'm all about the big chunks of tomato in my salsa.

MY FAVORITE CHILE RELLENO
I've been ordering this big beast of a relleno stuffed full of chicken for years.  The chicken inside is simply grilled chicken and its covered in some gooey cheese.  The pepper is a little bit random in heat - sometimes I sweat like a B while shoveling away, and sometimes it's rather mild. The batter they cook it in is different than most rellenos, its sort of crumby and dark, but delicious.  The sauce is some simple looking orange sauce with some sour cream in it - sorry, I can't cook so my skills in ingredient identification suck - I just know it's delicious!  My favorite.  I order it every time I'm there.

I visit this Mi Amigos every time I'm in the area looking for food.  I can't remember the last Arizona Center place I ate at other than Mi Amigos.  I have to have the relleno any time I'm near."
1,"OMG! what the heck happened to this place? It hasn't even been more than a year since I was there last, and it has totally gone down the drain. the ladies restroom was worse than a truck stop restroom. I've driven coast to coast 4 times, and from CA to AZ a plethora of times and have never been in a bathroom as sick as theres was. Worse part about it was the managers rude reaction. I pointed out the fact that the toilet paper was all wet, making it impossible for anyone to use it and all he did was pile up rolls on the top of the toilet. He didn't even bother asking anyone to clean up the paper droppings; being that the toilet paper was coming off in chunks there must have been at least 20 pieces of toilet paper all over the floor. 

I guess that is why the place was dead at midnight on a Friday. The over priced drinks, the horrible toilet paper and the bartender tossing ice all over the bar each time he poured a drink might also have something to do with it. 

I'm just saddened that with the influx of new businesses going in across the street, improving the area, this place is going straight downhill. The manager Sunny was a smart A-S when I brought the restroom issue to his attention as well. Guess I shouldn't have expected anything more, especially when the first thing you walk through when you arrive at this bar is a cigarette cloud; as you have to go out front to smoke. 

This used to be my favorite spot, but alas the times are a changing!"
